id,Country/Territory,Year of MFN applied tariff,Binding coverage | Bound in %,Simple average | Bound,Simple average | MFN applied,Duty-free | Bound,Duty-free | MFN applied,Non-ad valorem duties | Bound,Non-ad valorem duties | MFN applied,Duties > 15% | Bound,Duties > 15% | MFN applied,Duties > 3 * AVG | Bound,Duties > 3 * AVG | MFN applied,Concessions not yet implemented in 2024,Maximum duty | Bound,Maximum duty | MFN applied,Number of distinct duty rates | Bound,Number of distinct duty rates | MFN applied,Coefficient of variation | Bound,Coefficient of variation | MFN applied,Number of MFN applied tariff lines,Country/Territory.1,N
804,Ukraine                                                                                                                                               ,2024,100.0,4.9,3.6,34.5,   45.7,0.0,0.0,0.6,0.3,0.8,4.9,0.0,25.0,     25,42.0,39.0,90.0,116.0,8744.0,Ukraine,N
784,United Arab Emirates                                                                                                                                  ,2024,100.0,12.7,4.6,3.6,    8.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,15.0,    100,10.0,6.0,35.0,78.0,6600.0,United Arab Emirates,N
826,United Kingdom                                                                                                                                        ,2024,100.0,4.1,2.9,29.7,   55.2,0.5,0.3,1.6,1.3,2.9,9.3,0.0,26.0,     25,100.0,23.0,106.0,142.0,7635.0,United Kingdom,N
840,United States of America                                                                                                                              ,2024,100.0,3.2,3.1,48.9,   50.2,3.2,2.9,2.3,2.2,8.6,8.0,0.0,56.0,     56,453.0,460.0,150.0,147.0,10230.0,United States of America,I
858,Uruguay                                                                                                                                               ,2024,100.0,31.1,9.1,0.0,   29.6,0.0,0.0,98.2,28.9,0.0,0.3,0.0,35.0,     35,12.0,18.0,22.0,91.0,10641.0,Uruguay,N
548,Vanuatu                                                                                                                                               ,2024,100.0,39.5,7.8,3.9,   29.9,0.0,0.0,95.8,5.1,0.0,2.0,0.0,85.0,     55,15.0,11.0,30.0,94.0,4959.0,Vanuatu,N
862,"Venezuela, Bolivarian Republic of                                                                                                                     ",2023,100.0,33.6,13.9,0.0,    4.7,0.0,0.0,99.0,38.6,0.0,0.0,0.0,40.0,     35,13.0,15.0,13.0,71.0,9977.0,"Venezuela, Bolivarian Republic of",N
704,Viet Nam                                                                                                                                              ,2024,100.0,10.5,8.3,14.8,   39.4,0.0,0.2,24.4,20.9,2.3,8.8,0.0,200.0,    100,43.0,35.0,117.0,128.0,10209.0,Viet Nam,I
887,Yemen                                                                                                                                                 ,,100.0,21.2,,0.1,,0.1,,89.6,,0.0,,0.0,43.0,,25.0,,34.0,,,Yemen,N
894,Zambia                                                                                                                                                ,2024,4.1,44.5,13.7,0.0,   28.3,0.0,2.0,4.1,30.6,0.0,0.0,0.0,125.0,     40,6.0,15.0,39.0,91.0,5803.0,Zambia,N
716,Zimbabwe                                                                                                                                              ,,12.3,9.4,,3.8,,0.2,,2.3,,0.5,,0.0,150.0,,17.0,,153.0,,,Zimbabwe,N
